Wall time,Step,Value
1680133759.774089,10000,1198.51123046875
1680133919.3824291,20000,1196.8751220703125
1680134094.3659778,30000,1195.244873046875
1680134424.0699465,50000,1193.8319091796875
1680134565.5853934,60000,1194.1839599609375
1680134737.1317008,70000,1194.1839599609375
1680134904.879555,80000,1194.25
1680135054.1161807,90000,1192.0660400390625
1680135247.4246626,100000,1191.1539306640625
1680135418.701334,110000,1191.497314453125
1680135576.001345,120000,1191.497314453125
1680135722.781487,130000,1191.497314453125
1680135899.13461,140000,1192.9200439453125
1680136080.9730718,150000,1193.1748046875
1680136219.6889737,160000,1192.172607421875
1680136385.1610868,170000,1191.5487060546875
1680136567.0595856,180000,1190.6771240234375
1680136721.0816116,190000,1189.8099365234375
1680137971.00278,210000,1189.5655517578125
1680138127.989119,220000,1189.562744140625
1680138315.1504374,230000,1189.562744140625
1680138465.83219,240000,1188.8133544921875
1680138634.2813098,250000,1188.5640869140625
1680138846.0192373,260000,1190.3057861328125
1680139007.643745,270000,1191.5426025390625
1680139154.6193213,280000,1191.28857421875
1680139322.5914538,290000,1189.83251953125
1680139497.3538508,300000,1190.751708984375
1680139662.0061884,310000,1189.2298583984375
1680139826.011976,320000,1187.795166015625
1680139964.9970427,330000,1188.0699462890625
1680140130.9554603,340000,1188.4947509765625
1680140310.1358469,350000,1189.1689453125
1680140461.869182,360000,1188.8375244140625
1680140646.819507,370000,1188.5003662109375
1680140798.4872932,380000,1187.62646484375
1680140991.2543855,390000,1188.2554931640625
1680141148.0309656,400000,1187.7508544921875
1680141327.0876055,410000,1187.49951171875
1680141650.6724236,430000,1187.49951171875
1680141834.6022606,440000,1187.8763427734375
1680142161.4509306,460000,1188.50390625
1680142319.0738657,470000,1187.62744140625
1680142663.2174108,490000,1188.2498779296875
1680142859.673597,500000,1189.221923828125
