Wall time,Step,Value
1681263914.2822702,2000,1200.746826171875
1681263953.3022835,4000,1201.9798583984375
1681267602.4671845,126000,1202.4627685546875
1681267678.5512385,128000,1201.2022705078125
1681267738.7255867,130000,1201.7066650390625
1681267800.314235,132000,1203.20068359375
1681267896.7724764,136000,1204.685546875
1681267938.0627067,138000,1205.6741943359375
1681267986.9319077,140000,1205.9205322265625
1681268083.04414,142000,1206.28564453125
1681268134.2174764,144000,1207.61962890625
1681268188.5774262,146000,1207.8612060546875
1681268236.629256,148000,1207.8612060546875
1681268737.0698276,166000,1208.6104736328125
1681269341.775876,186000,1210.056884765625
1681269515.7330978,192000,1210.7724609375
1681269565.95835,194000,1210.7724609375
1681269715.061279,198000,1210.7724609375
1681269836.4973142,202000,1211.5133056640625
1681269880.8914115,204000,1210.997802734375
1681271146.5028968,246000,1211.455810546875
1681271206.581054,248000,1211.6925048828125
1681271352.0353348,252000,1212.8760986328125
1681271405.9640565,254000,1211.28955078125
1681271467.0759745,256000,1212.2769775390625
1681271576.468902,260000,1213.2684326171875
1681272013.169304,274000,1213.516357421875
1681272050.1646297,276000,1212.76708984375
1681272352.6868477,286000,1212.517822265625
1681272387.3629956,288000,1212.517822265625
1681272591.378473,294000,1213.2713623046875
1681272651.2137125,296000,1213.5220947265625
1681273015.7087986,308000,1212.7728271484375
1681273195.5468092,314000,1211.768310546875
1681273221.564595,316000,1210.76611328125
1681273383.8515897,320000,1211.7535400390625
1681273606.140512,328000,1213.225341796875
1681273992.5831923,340000,1214.1868896484375
1681274305.2988176,350000,1215.244873046875
1681274369.1638255,352000,1215.361572265625
1681274675.3827097,362000,1215.361572265625
1681274838.470845,368000,1215.361572265625
1681275067.057935,376000,1216.104736328125
1681275142.5808785,378000,1215.4658203125
1681275390.6366403,386000,1214.555419921875
1681275521.1538956,390000,1214.2945556640625
1681275581.025744,392000,1214.2945556640625
1681275705.6578937,396000,1213.5250244140625
1681275784.6251113,398000,1213.26904296875
1681275910.0820239,402000,1213.26904296875
1681275972.1982062,404000,1213.26904296875
1681276020.0013711,406000,1212.4912109375
1681276094.421887,408000,1211.7044677734375
1681276391.6608553,418000,1212.955078125
1681276787.33251,432000,1212.441650390625
1681276906.8667467,436000,1212.1871337890625
1681277082.5283732,442000,1212.1871337890625
1681277156.8891425,444000,1212.1871337890625
1681277235.6014686,446000,1212.1871337890625
1681277588.8780766,458000,1212.9312744140625
1681277645.8708184,460000,1213.9185791015625
1681277811.9851925,466000,1214.1646728515625
1681278004.483063,472000,1214.1646728515625
1681278069.1033237,474000,1213.39990234375
1681278842.5541847,500000,1213.1453857421875
1681278905.7977092,502000,1213.1453857421875
1681278969.9435136,504000,1213.1453857421875
1681279099.827924,508000,1213.1453857421875
1681279146.6570864,510000,1213.894775390625
1681279384.5773404,518000,1213.395263671875
1681279459.8961937,520000,1214.025634765625
1681279712.1675992,528000,1214.151123046875
1681279858.4778068,534000,1213.3885498046875
1681279985.57005,538000,1213.8870849609375
1681280169.8996415,544000,1214.1373291015625
1681280286.023236,548000,1214.1373291015625
1681280393.0913875,552000,1214.88525390625
1681280780.2368197,564000,1215.134033203125
1681281024.1916704,572000,1214.379150390625
1681281144.085112,576000,1214.1280517578125
1681281196.0535028,578000,1214.1280517578125
1681281260.9879684,580000,1214.1280517578125
1681281377.1500301,584000,1214.8731689453125
1681282386.3940227,618000,1215.12109375
1681282913.2302566,636000,1214.3717041015625
1681282968.1216104,638000,1213.37744140625
1681283016.7070944,640000,1213.129638671875
1681283200.377557,646000,1213.129638671875
1681283294.5820684,648000,1211.868408203125
1681283359.171867,650000,1211.1146240234375
1681283539.947978,656000,1211.1146240234375
1681283837.7340539,666000,1210.371826171875
1681283944.6517673,670000,1210.124755859375
1681284234.934347,680000,1209.3828125
1681284301.9474523,682000,1209.8968505859375
1681284364.4839928,684000,1209.4097900390625
1681284564.1822968,690000,1210.4219970703125
1681284969.9287896,704000,1211.932373046875
1681285045.7291408,706000,1212.9384765625
1681285103.2774017,708000,1213.1893310546875
1681285161.2380147,710000,1212.43994140625
1681285520.198117,722000,1212.944091796875
1681285592.7269042,724000,1212.6942138671875
1681286001.1367373,738000,1213.1917724609375
1681286475.010096,754000,1213.9345703125
1681286533.8807173,756000,1214.740478515625
1681286594.5423787,758000,1213.8990478515625
1681286648.2206807,760000,1213.15185546875
1681286709.4228806,762000,1212.3968505859375
1681286963.893146,770000,1212.1456298828125
1681287040.688225,772000,1212.89794921875
1681287608.6724014,792000,1213.8890380859375
1681287668.260056,794000,1214.135498046875
1681287751.3073835,796000,1213.3841552734375
1681288172.4908845,810000,1213.1341552734375
1681288353.9700713,816000,1213.1341552734375
1681288485.365592,820000,1212.383544921875
1681288543.3401783,822000,1212.8873291015625
1681288709.8970728,828000,1212.3973388671875
1681288755.188121,830000,1212.15087890625
1681288805.8773885,832000,1212.15087890625
1681288927.436287,836000,1212.15087890625
1681289002.8823059,838000,1212.15087890625
1681289168.1532829,844000,1212.15087890625
1681289224.4169257,846000,1212.15087890625
1681289329.2650464,848000,1212.15087890625
1681289850.8755054,866000,1211.4058837890625
1681290067.6992505,874000,1210.415283203125
1681290431.9671974,886000,1210.1680908203125
1681290488.5702543,888000,1210.1680908203125
1681290970.912926,904000,1210.1680908203125
1681291079.9857574,908000,1209.431640625
1681291204.1786172,912000,1209.9339599609375
1681291338.056832,916000,1210.942626953125
1681291397.403825,918000,1211.9532470703125
1681291685.378936,928000,1211.4666748046875
1681291805.0711796,932000,1211.220947265625
1681292116.4467938,942000,1211.220947265625
1681292303.6636698,948000,1211.220947265625
1681292367.380843,950000,1211.220947265625
1681292789.1509364,964000,1211.220947265625
1681293029.837908,972000,1210.4864501953125
1681293421.5021386,986000,1210.2420654296875
1681293476.5902877,988000,1210.2420654296875
1681294033.7222788,1006000,1209.92138671875
1681294166.2025611,1010000,1209.0966796875
1681294296.3299658,1014000,1208.815673828125
1681294403.9891677,1018000,1209.1949462890625
1681294504.0900729,1022000,1208.9527587890625
1681294965.0089767,1038000,1209.4588623046875
1681295058.153582,1040000,1208.7132568359375
1681295175.1190863,1044000,1209.2247314453125
1681295347.7843003,1050000,1210.2344970703125
1681295590.3337247,1058000,1210.4864501953125
1681296178.8317275,1078000,1210.8616943359375
1681296967.506778,1104000,1211.48681640625
1681297085.8429573,1108000,1211.48681640625
1681297142.633559,1110000,1211.48681640625
1681297521.3563886,1122000,1211.48681640625
1681297565.7068272,1124000,1211.48681640625
1681297660.32723,1126000,1211.48681640625
1681297841.794471,1132000,1212.2333984375
1681297985.4442475,1138000,1213.234619140625
1681298065.520212,1140000,1214.2252197265625
1681298125.4178271,1142000,1213.71728515625
1681298425.0470686,1152000,1214.2113037109375
1681299318.1051288,1182000,1215.20849609375
1681299604.3310823,1192000,1214.697021484375
1681299877.7080016,1200000,1213.189453125
1681300365.073796,1216000,1212.4395751953125
1681300716.0884445,1228000,1213.1903076171875
1681301081.1403942,1240000,1213.4400634765625
1681301129.7914746,1242000,1213.4400634765625
1681301486.5136209,1254000,1213.4400634765625
1681301578.9922564,1256000,1213.4400634765625
1681301641.6772234,1258000,1214.182373046875
1681302044.9352343,1272000,1215.1787109375
1681302232.0112226,1278000,1216.173095703125
1681302280.152325,1280000,1217.1617431640625
1681302437.3499963,1284000,1217.408203125
1681302653.3742983,1292000,1217.408203125
1681302982.0361063,1302000,1216.658935546875
1681303164.7109938,1308000,1216.40966796875
1681303202.621373,1310000,1216.40966796875
1681303477.108212,1320000,1215.6453857421875
1681304750.1262672,1362000,1214.636962890625
1681304872.4160206,1366000,1213.62841796875
1681304959.7103968,1368000,1214.12158203125
1681305197.71373,1376000,1214.3695068359375
1681305424.8306987,1384000,1215.1168212890625
1681305792.6955912,1396000,1216.5863037109375
1681306381.7383711,1416000,1218.0677490234375
1681307000.2096705,1436000,1219.0501708984375
1681307361.9739797,1448000,1219.2938232421875
1681307478.1509035,1452000,1218.5361328125
1681307598.9362552,1456000,1219.020751953125
1681307888.0755467,1466000,1218.499755859375
1681308077.1160743,1472000,1218.244873046875
1681308197.1854088,1476000,1217.4766845703125
1681308360.477921,1482000,1217.22119140625
1681308584.1072261,1488000,1217.22119140625
1681309203.8176064,1508000,1216.7210693359375
1681309370.352906,1514000,1217.22216796875
1681309530.6107318,1520000,1217.22216796875
1681309680.7739794,1524000,1217.96337890625
1681309859.5594618,1530000,1217.4566650390625
1681309905.6038547,1532000,1216.457275390625
1681310663.3747873,1556000,1216.2081298828125
1681311798.7809503,1594000,1215.465576171875
1681311910.5758202,1598000,1214.4801025390625
1681312149.5819075,1606000,1213.494140625
1681312450.4904878,1616000,1213.2479248046875
1681312568.4082024,1620000,1213.2479248046875
1681313537.9353044,1652000,1213.2479248046875
1681313653.0169957,1656000,1212.49853515625
1681314172.4294012,1674000,1212.9990234375
1681314474.2113879,1684000,1213.2484130859375
1681314857.3790164,1696000,1212.495361328125
1681315808.4394016,1728000,1213.0135498046875
1681315890.570957,1732000,1213.269287109375
1681316052.143257,1736000,1214.5302734375
1681316468.8399441,1750000,1214.5284423828125
1681316720.641184,1758000,1214.2772216796875
1681316787.9635649,1760000,1214.2772216796875
1681317063.4100897,1770000,1213.5279541015625
1681318203.7742355,1808000,1214.04296875
1681318397.6845806,1814000,1213.5478515625
1681319116.6493225,1838000,1213.2984619140625
1681319645.9569564,1856000,1213.2984619140625
1681319796.8759377,1862000,1214.052001953125
1681320223.9749758,1876000,1213.55322265625
1681320283.9420078,1878000,1213.303955078125
1681320441.6822684,1882000,1213.303955078125
1681320910.441863,1898000,1213.303955078125
1681321133.3199847,1906000,1212.556640625
1681321255.0565908,1910000,1212.3079833984375
1681321495.0577362,1918000,1212.3079833984375
1681321625.6767995,1922000,1211.072021484375
1681321832.6831152,1928000,1210.333251953125
1681322628.0454035,1956000,1210.333251953125
1681322952.0165603,1966000,1209.59033203125
1681323133.253252,1972000,1210.109375
1681323207.6713283,1974000,1210.861328125
1681324047.1419985,2002000,1210.3583984375
1681324241.4747477,2008000,1209.6175537109375
1681324539.072549,2018000,1209.37109375
1681324901.979705,2030000,1209.37109375
1681325470.0725513,2050000,1208.6239013671875
1681325660.4885156,2056000,1208.3753662109375
1681325721.050229,2058000,1208.3753662109375
1681325879.612955,2064000,1209.1373291015625
1681327306.9469635,2110000,1209.390869140625
1681328019.3776784,2134000,1208.654296875
1681328422.7421954,2148000,1208.4093017578125
1681328550.0681136,2152000,1208.4093017578125
1681328609.5566788,2154000,1208.4093017578125
1681329066.0854373,2170000,1209.16064453125
1681329441.3341575,2182000,1209.41064453125
1681329499.7543912,2184000,1210.172607421875
1681330171.8903553,2206000,1211.173095703125
1681331067.0217383,2236000,1211.421630859375
1681331543.3600163,2252000,1211.421630859375
1681331728.2919827,2258000,1211.421630859375
1681331799.7573886,2260000,1211.421630859375
1681331898.3961134,2264000,1211.421630859375
1681331977.2306597,2266000,1212.16650390625
1681332019.5395892,2268000,1212.414306640625
1681332172.1130874,2272000,1212.414306640625
1681332930.6607108,2298000,1212.414306640625
1681332997.15441,2300000,1213.163330078125
1681333433.0125706,2314000,1213.41259765625
1681333511.8813446,2316000,1213.41259765625
1681334061.4682283,2334000,1213.41259765625
1681335302.3717911,2374000,1214.1573486328125
1681336468.5121284,2412000,1215.147705078125
1681337193.7886162,2436000,1216.14404296875
1681337263.4079678,2438000,1217.1383056640625
1681337767.0205753,2454000,1218.1160888671875
1681338637.9016256,2482000,1218.35888671875
1681339454.4420745,2508000,1217.5989990234375
1681339527.2133212,2510000,1215.689697265625
1681339639.0512598,2514000,1215.10107421875
1681339858.1449478,2520000,1216.0875244140625
1681341290.395562,2566000,1217.070556640625
1681341769.3399892,2580000,1217.3162841796875
1681341962.826647,2586000,1217.3162841796875
1681342208.000851,2594000,1217.6802978515625
1681343174.6189628,2624000,1217.0140380859375
1681343656.5704556,2640000,1216.255615234375
1681344016.820941,2652000,1216.255615234375
1681344185.494783,2658000,1216.255615234375
1681344759.028422,2676000,1216.255615234375
1681345137.9524736,2688000,1216.255615234375
1681345513.6484368,2700000,1216.255615234375
1681345630.4196303,2704000,1216.255615234375
